sector,subsector,field,model_variable,category_value,category_name,gas,gas_name,model_variable_information
AFOLU,Soil Management,ef_soil_c_liming_dolomite,C Liming Emission Factor Dolomite,"('', '')",cat_soil_management,,," | Dimensionless emission factor that gives :math:`CO_2-C` mass of emission per mass of dolomite applied.
 | 
 | See Page V4, C11, page 11.29 of IPCC GNGHGI (2006) for emission factor defaults."
AFOLU,Soil Management,ef_soil_c_liming_limestone,C Liming Emission Factor Limestone,"('', '')",cat_soil_management,,," | Dimensionless emission factor that gives :math:`CO_2-C` mass of emission per mass of limestone applied.
 | 
 | See Page V4, C11, page 11.29 of IPCC GNGHGI (2006) for emission factor defaults."
AFOLU,Soil Management,ef_soil_c_urea,C Urea Emission Factor,"('', '')",cat_soil_management,,," | Dimensionless emission factor that gives :math:`CO_2-C` mass of emission per mass of urea applied.
 | 
 | See Page V4, C11, page 11.32 (Section 11.4.1) of IPCC GNGHGI (2006) for emission factor defaults."
AFOLU,Soil Management,ef_soil_ef1_n_organic_amerndments_fertilizer_n2o_dry_climate,:math:\text{EF}_1 - \text{N}_2\text{O} Synthetic Fertilizer,dry_climate,cat_soil_management,n2o,Nitrus Oxide," | See :math:`EF_1` from Table 11.1 in V4, C11 IPCC GNGHGI 2019R
 | 
 | This emission factor is given by the IPCC as kg :math:`\text{N}_2\text{O-N}`(kg :math:`\text{NH}_3\text{-N} + \text{NO}_x\text{-N}`), and it is multipled in the by the factor 11/7 to convert :math:`\text{N}_2\text{O-N}` to  :math:`\text{N}_2\text{O}`."
AFOLU,Soil Management,ef_soil_ef1_n_organic_amerndments_fertilizer_n2o_wet_climate,:math:\text{EF}_1 - \text{N}_2\text{O} Synthetic Fertilizer,wet_climate,cat_soil_management,n2o,Nitrus Oxide," | See :math:`EF_1` from Table 11.1 in V4, C11 IPCC GNGHGI 2019R
 | 
 | This emission factor is given by the IPCC as kg :math:`\text{N}_2\text{O-N}`(kg :math:`\text{NH}_3\text{-N} + \text{NO}_x\text{-N}`), and it is multipled in the by the factor 11/7 to convert :math:`\text{N}_2\text{O-N}` to  :math:`\text{N}_2\text{O}`."
AFOLU,Soil Management,ef_soil_ef1_n_rice_fields_n2o,:math:\text{EF}_{1FR} - \text{N}_2\text{O} Rice Fields,"('', '')",cat_soil_management,n2o,Nitrus Oxide," | See :math:`EF_{1FR}` from Table 11.1 in V4, C11 IPCC GNGHGI 2019R
 | 
 | This emission factor is given by the IPCC as kg :math:`\text{N}_2\text{O-N}`(kg :math:`\text{NH}_3\text{-N} + \text{NO}_x\text{-N}`), and it is multipled in the by the factor 11/7 to convert :math:`\text{N}_2\text{O-N}` to  :math:`\text{N}_2\text{O}`."
AFOLU,Soil Management,ef_soil_ef1_n_synthetic_fertilizer_n2o_dry_climate,:math:\text{EF}_1 - \text{N}_2\text{O} Organic Amendments and Fertilizer,dry_climate,cat_soil_management,n2o,Nitrus Oxide," | See :math:`EF_1` from Table 11.1 in V4, C11 IPCC GNGHGI 2019R
 | 
 | This emission factor is given by the IPCC as kg :math:`\text{N}_2\text{O-N}`(kg :math:`\text{NH}_3\text{-N} + \text{NO}_x\text{-N}`), and it is multipled in the by the factor 11/7 to convert :math:`\text{N}_2\text{O-N}` to  :math:`\text{N}_2\text{O}`."
AFOLU,Soil Management,ef_soil_ef1_n_synthetic_fertilizer_n2o_wet_climate,:math:\text{EF}_1 - \text{N}_2\text{O} Organic Amendments and Fertilizer,wet_climate,cat_soil_management,n2o,Nitrus Oxide," | See :math:`EF_1` from Table 11.1 in V4, C11 IPCC GNGHGI 2019R
 | 
 | This emission factor is given by the IPCC as kg :math:`\text{N}_2\text{O-N}`(kg :math:`\text{NH}_3\text{-N} + \text{NO}_x\text{-N}`), and it is multipled in the by the factor 11/7 to convert :math:`\text{N}_2\text{O-N}` to  :math:`\text{N}_2\text{O}`."
AFOLU,Soil Management,ef_soil_ef2_n_drained_managed_soils_n2o_temperate_crop_grass_kg_n2on_ha,:math:\text{EF}_2 - \text{N}_2\text{O} Emissions from Drained and Managed Organic Soils,temperate_crop_grass,cat_soil_management,n2o,Nitrus Oxide," | See :math:`EF_2` from `2013 Supplement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories <https://www.ipcc.ch/publication/2013-supplement-to-the-2006-ipcc-guidelines-for-national-greenhouse-gas-inventories-wetlands/>`_
 | 
 | This emission factor is given by the IPCC as kg :math:`\text{N}_2\text{O-N}`(kg :math:`\text{NH}_3\text{-N} + \text{NO}_x\text{-N}`), and it is multipled in the by the factor 11/7 to convert :math:`\text{N}_2\text{O-N}` to  :math:`\text{N}_2\text{O}`."
AFOLU,Soil Management,ef_soil_ef2_n_drained_managed_soils_n2o_temperate_forest_nutrient_poor_kg_n2on_ha,:math:\text{EF}_2 - \text{N}_2\text{O} Emissions from Drained and Managed Organic Soils,temperate_forest_nutrient_poor,cat_soil_management,n2o,Nitrus Oxide," | See :math:`EF_2` from `2013 Supplement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories <https://www.ipcc.ch/publication/2013-supplement-to-the-2006-ipcc-guidelines-for-national-greenhouse-gas-inventories-wetlands/>`_
 | 
 | This emission factor is given by the IPCC as kg :math:`\text{N}_2\text{O-N}`(kg :math:`\text{NH}_3\text{-N} + \text{NO}_x\text{-N}`), and it is multipled in the by the factor 11/7 to convert :math:`\text{N}_2\text{O-N}` to  :math:`\text{N}_2\text{O}`."
AFOLU,Soil Management,ef_soil_ef2_n_drained_managed_soils_n2o_temperate_forest_nutrient_rich_kg_n2on_ha,:math:\text{EF}_2 - \text{N}_2\text{O} Emissions from Drained and Managed Organic Soils,temperate_forest_nutrient_rich,cat_soil_management,n2o,Nitrus Oxide," | See :math:`EF_2` from `2013 Supplement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories <https://www.ipcc.ch/publication/2013-supplement-to-the-2006-ipcc-guidelines-for-national-greenhouse-gas-inventories-wetlands/>`_
 | 
 | This emission factor is given by the IPCC as kg :math:`\text{N}_2\text{O-N}`(kg :math:`\text{NH}_3\text{-N} + \text{NO}_x\text{-N}`), and it is multipled in the by the factor 11/7 to convert :math:`\text{N}_2\text{O-N}` to  :math:`\text{N}_2\text{O}`."
AFOLU,Soil Management,ef_soil_ef2_n_drained_managed_soils_n2o_tropical_crop_grass_kg_n2on_ha,:math:\text{EF}_2 - \text{N}_2\text{O} Emissions from Drained and Managed Organic Soils,tropical_crop_grass,cat_soil_management,n2o,Nitrus Oxide," | See :math:`EF_2` from `2013 Supplement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories <https://www.ipcc.ch/publication/2013-supplement-to-the-2006-ipcc-guidelines-for-national-greenhouse-gas-inventories-wetlands/>`_
 | 
 | This emission factor is given by the IPCC as kg :math:`\text{N}_2\text{O-N}`(kg :math:`\text{NH}_3\text{-N} + \text{NO}_x\text{-N}`), and it is multipled in the by the factor 11/7 to convert :math:`\text{N}_2\text{O-N}` to  :math:`\text{N}_2\text{O}`."
AFOLU,Soil Management,ef_soil_ef2_n_drained_managed_soils_n2o_tropical_forest_kg_n2on_ha,:math:\text{EF}_2 - \text{N}_2\text{O} Emissions from Drained and Managed Organic Soils,tropical_forest,cat_soil_management,n2o,Nitrus Oxide," | See :math:`EF_2` from `2013 Supplement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories <https://www.ipcc.ch/publication/2013-supplement-to-the-2006-ipcc-guidelines-for-national-greenhouse-gas-inventories-wetlands/>`_
 | 
 | This emission factor is given by the IPCC as kg :math:`\text{N}_2\text{O-N}`(kg :math:`\text{NH}_3\text{-N} + \text{NO}_x\text{-N}`), and it is multipled in the by the factor 11/7 to convert :math:`\text{N}_2\text{O-N}` to  :math:`\text{N}_2\text{O}`."
AFOLU,Soil Management,ef_soil_ef3_pasture_n2o_dry_climate,EF3 N Pasture Range and Paddock,dry_climate,cat_soil_management,n2o,Nitrus Oxide," | See :math:`EF_{3PRP}` from Table 11.1 in V4, C11 IPCC GNGHGI 2019R
 | 
 | This emission factor is given by the IPCC as kg :math:`\text{N}_2\text{O-N}`(kg N), and it is multipled in the by the factor 11/7 to convert :math:`\text{N}_2\text{O-N}` to  :math:`\text{N}_2\text{O}`."
AFOLU,Soil Management,ef_soil_ef3_pasture_n2o_wet_climate,EF3 N Pasture Range and Paddock,wet_climate,cat_soil_management,n2o,Nitrus Oxide," | See :math:`EF_{3PRP}` from Table 11.1 in V4, C11 IPCC GNGHGI 2019R
 | 
 | This emission factor is given by the IPCC as kg :math:`\text{N}_2\text{O-N}`(kg N), and it is multipled in the by the factor 11/7 to convert :math:`\text{N}_2\text{O-N}` to  :math:`\text{N}_2\text{O}`."
AFOLU,Soil Management,ef_soil_ef4_n_volatilisation_n2o_dry_climate,EF4 N Volatilisation and Re-Deposition Emission Factor,dry_climate,cat_soil_management,n2o,Nitrus Oxide," | See :math:`EF_4` from Table 11.3 in V4, C11 IPCC GNGHGI 2019R
 | 
 | This emission factor is given by the IPCC as kg :math:`\text{N}_2\text{O-N}`(kg :math:`\text{NH}_3\text{-N} + \text{NO}_x\text{-N}`), and it is multipled in the by the factor 11/7 to convert :math:`\text{N}_2\text{O-N}` to  :math:`\text{N}_2\text{O}`."
AFOLU,Soil Management,ef_soil_ef4_n_volatilisation_n2o_wet_climate,EF4 N Volatilisation and Re-Deposition Emission Factor,wet_climate,cat_soil_management,n2o,Nitrus Oxide," | See :math:`EF_4` from Table 11.3 in V4, C11 IPCC GNGHGI 2019R
 | 
 | This emission factor is given by the IPCC as kg :math:`\text{N}_2\text{O-N}`(kg :math:`\text{NH}_3\text{-N} + \text{NO}_x\text{-N}`), and it is multipled in the by the factor 11/7 to convert :math:`\text{N}_2\text{O-N}` to  :math:`\text{N}_2\text{O}`."
AFOLU,Soil Management,ef_soil_ef5_n_leaching_n2o,EF5 N Leaching and Runoff Emission Factor,"('', '')",cat_soil_management,n2o,Nitrus Oxide," | See :math:`EF_5` from Table 11.3 in V4, C11 IPCC GNGHGI 2019R
 | 
 | This emission factor is given by the IPCC as kg :math:`\text{N}_2\text{O-N}`(kg N), and it is multipled in the by the factor 11/7 to convert :math:`\text{N}_2\text{O-N}` to  :math:`\text{N}_2\text{O}`."
AFOLU,Soil Management,emission_co2e_co2_soil_lime_use,:math:\text{CO}_2 Emissions from Lime,"('', '')",cat_soil_management,co2,Carbon Dioxide,
AFOLU,Soil Management,emission_co2e_co2_soil_soc_mineral_soils,:math:\text{CO}_2 Emissions from Soil Carbon in Mineral Soils,"('', '')",cat_soil_management,co2,Carbon Dioxide,N Mineralization in conversion to cropland
AFOLU,Soil Management,emission_co2e_co2_soil_urea_use,:math:\text{CO}_2 Emissions from Urea,"('', '')",cat_soil_management,co2,Carbon Dioxide,
AFOLU,Soil Management,emission_co2e_n2o_soil_fertilizer,:math:\text{N}_2\text{O} Emissions from Fertilizer Use,"('', '')",cat_soil_management,n2o,Nitrus Oxide,
AFOLU,Soil Management,emission_co2e_n2o_soil_mineral_soils,:math:\text{N}_2\text{O} Emissions from Mineral Soils,"('', '')",cat_soil_management,n2o,Nitrus Oxide,
AFOLU,Soil Management,emission_co2e_n2o_soil_organic_soils,:math:\text{N}_2\text{O} Emissions from Organic Soils,"('', '')",cat_soil_management,n2o,Nitrus Oxide,
AFOLU,Soil Management,emission_co2e_n2o_soil_paddock_pasture_range,:math:\text{N}_2\text{O} Emissions from Paddock Pasture and Range,"('', '')",cat_soil_management,n2o,Nitrus Oxide,
AFOLU,Soil Management,frac_soil_gasf_n_volatilisation_synthetic_fertilizer_non_urea,Volatilisation Fraction from Non-Urea Synthetic Fertilizers,"('', '')",cat_soil_management,,," | See :math:`FRAC_{GASF}` from Table 11.3 in V4, C11 IPCC GNGHGI 2019R"
AFOLU,Soil Management,frac_soil_gasf_n_volatilisation_synthetic_fertilizer_urea,Volatilisation Fraction from Urea Synthetic Fertilizers,"('', '')",cat_soil_management,,," | See :math:`FRAC_{GASF}` from Table 11.3 in V4, C11 IPCC GNGHGI 2019R"
AFOLU,Soil Management,frac_soil_gasm_n_volatilisation_organic_amendments_fertilizer,Volatilisation Fraction from Organic Amendments and Fertilizers,"('', '')",cat_soil_management,,," | See :math:`FRAC_{GASM}` from Table 11.3 in V4, C11 IPCC GNGHGI 2019R"
AFOLU,Soil Management,frac_soil_leachh_n_lost_to_leaching,Leaching Fraction of N Lost,"('', '')",cat_soil_management,,," | See :math:`FRAC_{LEACH-(H)}` from Table 11.3 in V4, C11 IPCC GNGHGI 2019R"
AFOLU,Soil Management,frac_soil_synthetic_fertilizer_urea,Fraction Synthetic Fertilizer Use Urea,"('', '')",cat_soil_management,,,Fraction of synthetic fertilizer use that comes from Urea. Can change in the future.
AFOLU,Soil Management,qty_soil_organic_c_stock_dry_climate_tonne_per_ha,Soil Organic C Stocks,dry_climate,cat_soil_management,,,"See :math:`SOC_{REF}` in Table 2.3, used in Equation 2.25, for Equation 11.8, V4 IPCC GNGHGI (2019R)"
AFOLU,Soil Management,qty_soil_organic_c_stock_temperate_crop_grass_tonne_per_ha,Soil Organic C Stocks,temperate_crop_grass,cat_soil_management,,,"See :math:`SOC_{REF}` in Table 2.3, used in Equation 2.25, for Equation 11.8, V4 IPCC GNGHGI (2019R)"
AFOLU,Soil Management,qty_soil_organic_c_stock_temperate_forest_nutrient_poor_tonne_per_ha,Soil Organic C Stocks,temperate_forest_nutrient_poor,cat_soil_management,,,"See :math:`SOC_{REF}` in Table 2.3, used in Equation 2.25, for Equation 11.8, V4 IPCC GNGHGI (2019R)"
AFOLU,Soil Management,qty_soil_organic_c_stock_temperate_forest_nutrient_rich_tonne_per_ha,Soil Organic C Stocks,temperate_forest_nutrient_rich,cat_soil_management,,,"See :math:`SOC_{REF}` in Table 2.3, used in Equation 2.25, for Equation 11.8, V4 IPCC GNGHGI (2019R)"
AFOLU,Soil Management,qty_soil_organic_c_stock_tropical_crop_grass_tonne_per_ha,Soil Organic C Stocks,tropical_crop_grass,cat_soil_management,,,"See :math:`SOC_{REF}` in Table 2.3, used in Equation 2.25, for Equation 11.8, V4 IPCC GNGHGI (2019R)"
AFOLU,Soil Management,qty_soil_organic_c_stock_tropical_forest_tonne_per_ha,Soil Organic C Stocks,tropical_forest,cat_soil_management,,,"See :math:`SOC_{REF}` in Table 2.3, used in Equation 2.25, for Equation 11.8, V4 IPCC GNGHGI (2019R)"
AFOLU,Soil Management,qty_soil_organic_c_stock_wet_climate_tonne_per_ha,Soil Organic C Stocks,wet_climate,cat_soil_management,,,"See :math:`SOC_{REF}` in Table 2.3, used in Equation 2.25, for Equation 11.8, V4 IPCC GNGHGI (2019R)"
AFOLU,Soil Management,qtyinit_soil_liming_dolomite_applied_to_soils_kt,Initial Liming Dolomite Applied to Soils,"('', '')",cat_soil_management,,,
AFOLU,Soil Management,qtyinit_soil_liming_limestone_applied_to_soils_kt,Initial Liming Limestone Applied to Soils,"('', '')",cat_soil_management,,,
AFOLU,Soil Management,qtyinit_soil_synthetic_fertilizer_kt,Initial Synthetic Fertilizer Use,"('', '')",cat_soil_management,,,
AFOLU,Soil Management,ratio_soil_organic_matter_c_to_n,C to N Ratio of Soil Organic Matter,"('', '')",cat_soil_management,,,"See Equation 11.8, V4, IPCC GNGHGI (2019R)"
Circular Economy,Liquid Waste,density_wali_kg_n_per_m3_ww_industrial,Nitrogen Density of Industrial Wastewater,"('ww_industrial', 'ww_industrial')",cat_waste_liquid,,,Nitrogen density of industrial wastewater
Circular Economy,Liquid Waste,elasticity_protein_in_diet_to_gdppc,(Optional) Elasticity of Protein in Diet to GDP per Capita,"('', '')",cat_waste_liquid,,,"Used if run indepedently from the AFOLU model. In the integrated modeling framework, growth in demand per capita for livestock is used to estimate growth in protein contained in diets. However, the model may be run in isolation. In this case, users can use an elasticity in combination with the fraction of the population that does not eat red meat."
Circular Economy,Liquid Waste,frac_wali_protein_in_diet_with_red_meat,Fraction of Protein in Diet with Red Meat,"('', '')",cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_protein_in_diet_without_red_meat,Fraction of Protein in Diet without Red Meat,"('', '')",cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_domestic_rural_treatment_path_advanced_aerobic,Treatment Fraction Advanced Aerobic,ww_domestic_rural,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_domestic_rural_treatment_path_advanced_anaerobic,Treatment Fraction Advanced Anaerobic,ww_domestic_rural,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_domestic_rural_treatment_path_latrine_improved,Treatment Fraction Improved Latrine,ww_domestic_rural,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_domestic_rural_treatment_path_latrine_unimproved,Treatment Fraction Unimproved Latrine,ww_domestic_rural,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_domestic_rural_treatment_path_primary,Treatment Fraction Primary,ww_domestic_rural,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_domestic_rural_treatment_path_secondary_aerobic,Treatment Fraction Secondary Aerobic,ww_domestic_rural,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_domestic_rural_treatment_path_secondary_anaerobic,Treatment Fraction Secondary Anaerobic,ww_domestic_rural,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_domestic_rural_treatment_path_septic,Treatment Fraction Septic,ww_domestic_rural,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_domestic_rural_treatment_path_untreated_no_sewerage,Treatment Fraction Untreated No Sewerage,ww_domestic_rural,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_domestic_rural_treatment_path_untreated_with_sewerage,Treatment Fraction Untreated With Sewerage,ww_domestic_rural,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_domestic_urban_treatment_path_advanced_aerobic,Treatment Fraction Advanced Aerobic,ww_domestic_urban,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_domestic_urban_treatment_path_advanced_anaerobic,Treatment Fraction Advanced Anaerobic,ww_domestic_urban,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_domestic_urban_treatment_path_latrine_improved,Treatment Fraction Improved Latrine,ww_domestic_urban,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_domestic_urban_treatment_path_latrine_unimproved,Treatment Fraction Unimproved Latrine,ww_domestic_urban,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_domestic_urban_treatment_path_primary,Treatment Fraction Primary,ww_domestic_urban,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_domestic_urban_treatment_path_secondary_aerobic,Treatment Fraction Secondary Aerobic,ww_domestic_urban,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_domestic_urban_treatment_path_secondary_anaerobic,Treatment Fraction Secondary Anaerobic,ww_domestic_urban,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_domestic_urban_treatment_path_septic,Treatment Fraction Septic,ww_domestic_urban,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_domestic_urban_treatment_path_untreated_no_sewerage,Treatment Fraction Untreated No Sewerage,ww_domestic_urban,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_domestic_urban_treatment_path_untreated_with_sewerage,Treatment Fraction Untreated With Sewerage,ww_domestic_urban,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_industrial_treatment_path_advanced_aerobic,Treatment Fraction Advanced Aerobic,ww_industrial,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_industrial_treatment_path_advanced_anaerobic,Treatment Fraction Advanced Anaerobic,ww_industrial,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_industrial_treatment_path_latrine_improved,Treatment Fraction Improved Latrine,ww_industrial,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_industrial_treatment_path_latrine_unimproved,Treatment Fraction Unimproved Latrine,ww_industrial,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_industrial_treatment_path_primary,Treatment Fraction Primary,ww_industrial,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_industrial_treatment_path_secondary_aerobic,Treatment Fraction Secondary Aerobic,ww_industrial,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_industrial_treatment_path_secondary_anaerobic,Treatment Fraction Secondary Anaerobic,ww_industrial,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_industrial_treatment_path_septic,Treatment Fraction Septic,ww_industrial,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_industrial_treatment_path_untreated_no_sewerage,Treatment Fraction Untreated No Sewerage,ww_industrial,cat_waste_liquid,,,
Circular Economy,Liquid Waste,frac_wali_ww_industrial_treatment_path_untreated_with_sewerage,Treatment Fraction Untreated With Sewerage,ww_industrial,cat_waste_liquid,,,
Circular Economy,Liquid Waste,logelasticity_wali_qty_prod_to_gdp_per_capita,Log Elasticity DWW Production to GDP Per Capita,"('', '')",cat_waste_liquid,,,"Log elasticity :math:`\varepsilon` of domestic wastewater production per capita to GDP/capita. For a year over year growth in GDP/capita :math:`\Delta g`, the change in domestic wastewater production per capita is estimated as :math:`\Delta W_{d} = (1 + \Delta g)^{\varepsilon} - 1`."
Circular Economy,Liquid Waste,param_wali_f_noncon,Factor for Nitrogen in Non-Consumed Protein Disposed in Sewer System,"('', '')",cat_waste_liquid,,,":math:`F_{NON-CON}` in Equation 6.10 in V5, C6 IPCC GNGHGI (2019R). Default values by region are available in Table 6.10A."
Circular Economy,Liquid Waste,param_wali_n_hh_scalar,Scalar to Account for Nitrogen in Household Products,"('', '')",cat_waste_liquid,,,":math:`N_{HH}` in Equation 6.10 in V5, C6 IPCC GNGHGI (2019R). Default values by region are available in Table 6.10A."
Circular Economy,Liquid Waste,physparam_wali_bo_tonne_ch4_tonne_bod,Maximum BOD :math:\text{CH}_4 Producing Capacity,"('', '')",cat_waste_liquid,ch4,Methane,":math:`B_O` from IPCC Guidelines for NGHG Inventories--or maximum CH4 producing capacity, kg :math:`\text{CH}_4`/kg BOD."
Circular Economy,Liquid Waste,physparam_wali_bo_tonne_ch4_tonne_cod,Maximum COD :math:\text{CH}_4 Producing Capacity,"('', '')",cat_waste_liquid,ch4,Methane,":math:`B_O` from IPCC Guidelines for NGHG Inventories--or maximum CH4 producing capacity, kg :math:`\text{CH}_4`/kg COD."
Circular Economy,Liquid Waste,physparam_wali_daily_kg_bod_per_capita,BOD per Capita,"('', '')",cat_waste_liquid,,,Annual biochemical oxygen demand (BOD) per person in kg. Table 6.4 in IPCC Guidelines for NGHG Inventories shows regional factors.
Circular Economy,Liquid Waste,physparam_wali_p_per_bod,Phosphorous Per BOD Factor,"('', '')",cat_waste_liquid,,,Ratio of phosphorous to BOD. Unitless. Used in calculating benefits of water treatment
Circular Economy,Liquid Waste,physparam_wali_p_per_cod,Phosphorous Per COD Factor,"('', '')",cat_waste_liquid,,,Ratio of phosphorous to COD. Unitless. Used in calculating benefits of water treatment
Circular Economy,Liquid Waste,physparam_wali_tonne_cod_per_mmm_gdp,COD per GDP,"('', '')",cat_waste_liquid,,,"Average annual chemical oxygen demand (COD) in industrial water per GDP at time :math:`t = 0`. Mean and range derived from Volume 5, Table 6.9 in IPCC Guidelines for NGHG Inventories."
Circular Economy,Liquid Waste,physparam_wali_tow_dom_generation_correction_factor,BOD Correction Factor for TOW,"('', '')",cat_waste_liquid,,,Correction factor for average annual BOD per capita that represents sewage from commercial and industrial operations. 
Circular Economy,Liquid Waste,qty_protein_per_capita_kg,Average Protein Consumption Per Capita,"('', '')",cat_waste_liquid,,,Daily protein consumption per person in kg
Circular Economy,Liquid Waste,qty_wali_m3_ww_domestic_rural_per_capita,Initial Per Capita Annual Domestic Wastewater Generated,ww_domestic_rural,cat_waste_liquid,,,"Represents the estimated volume, in :math:`\text{m}^3`/year, that each person produces in domestic wastewater. This production This value is modified by the log elasticity of production to gdp/capita. Increasing GDP/Capita is associated with increasing per capita liquid waste generation; see `Jones, Vliet, Qadir, and Bierkens (2021) <https://doi.org/10.5194/essd-13-237-2021>`_."
Circular Economy,Liquid Waste,qty_wali_m3_ww_domestic_urban_per_capita,Initial Per Capita Annual Domestic Wastewater Generated,ww_domestic_urban,cat_waste_liquid,,,"Represents the estimated volume, in :math:`\text{m}^3`/year, that each person produces in domestic wastewater. This production This value is modified by the log elasticity of production to gdp/capita. Increasing GDP/Capita is associated with increasing per capita liquid waste generation; see `Jones, Vliet, Qadir, and Bierkens (2021) <https://doi.org/10.5194/essd-13-237-2021>`_."
Circular Economy,Liquid Waste,qty_wali_m3_ww_industrial_per_gdp,Initial Per GDP Annual Industrial Wastewater Generated,"('ww_industrial', 'ww_industrial')",cat_waste_liquid,,,"Represents the estimated quantity, in m3/year, produced per billion $ GDP. "
Circular Economy,Solid Waste,ef_waso_biogas_kg_ch4_per_kg_food,:math:\text{CH}_4 Anaerobic Biogas Emission Factor,food,cat_waste_solid,ch4,Methane,Emission factor representing fugitive emissions of methane from anaerobic decomposition in biogas facilities.
Circular Economy,Solid Waste,ef_waso_biogas_kg_ch4_per_kg_sludge,:math:\text{CH}_4 Anaerobic Biogas Emission Factor,sludge,cat_waste_solid,ch4,Methane,Emission factor representing fugitive emissions of methane from anaerobic decomposition in biogas facilities.
Circular Economy,Solid Waste,ef_waso_biogas_kg_ch4_per_kg_yard,:math:\text{CH}_4 Anaerobic Biogas Emission Factor,yard,cat_waste_solid,ch4,Methane,Emission factor representing fugitive emissions of methane from anaerobic decomposition in biogas facilities.
Circular Economy,Solid Waste,ef_waso_compost_kg_ch4_per_kg_food,:math:\text{CH}_4 Composting Emission Factor,food,cat_waste_solid,ch4,Methane,Emission factor representing emissions of methane from composting of organic materials
Circular Economy,Solid Waste,ef_waso_compost_kg_ch4_per_kg_sludge,:math:\text{CH}_4 Composting Emission Factor,sludge,cat_waste_solid,ch4,Methane,Emission factor representing emissions of methane from composting of organic materials
Circular Economy,Solid Waste,ef_waso_compost_kg_ch4_per_kg_yard,:math:\text{CH}_4 Composting Emission Factor,yard,cat_waste_solid,ch4,Methane,Emission factor representing emissions of methane from composting of organic materials
Circular Economy,Solid Waste,ef_waso_compost_kg_n2o_per_kg_food,:math:\text{N}_2\text{O} Composting Emission Factor,food,cat_waste_solid,n2o,Nitrus Oxide,Emission factor representing emissions of nitrus oxide from composting of organic materials
Circular Economy,Solid Waste,ef_waso_compost_kg_n2o_per_kg_sludge,:math:\text{N}_2\text{O} Composting Emission Factor,sludge,cat_waste_solid,n2o,Nitrus Oxide,Emission factor representing emissions of nitrus oxide from composting of organic materials
Circular Economy,Solid Waste,ef_waso_compost_kg_n2o_per_kg_yard,:math:\text{N}_2\text{O} Composting Emission Factor,yard,cat_waste_solid,n2o,Nitrus Oxide,Emission factor representing emissions of nitrus oxide from composting of organic materials
Circular Economy,Solid Waste,ef_waso_incineration_kg_ch4_per_kg_isw,:math:\text{CH}_4 ISW Incineration Emission Factor,"('', '')",cat_waste_solid,ch4,Methane,Based on IPCC Tier 1 approach--:math:`\text{CH}_4` emissions from incineration or open burning of ISW.
Circular Economy,Solid Waste,ef_waso_incineration_kg_ch4_per_kg_msw,:math:\text{CH}_4 MSW Incineration Emission Factor,"('', '')",cat_waste_solid,ch4,Methane,Based on IPCC Tier 1 approach--:math:`\text{CH}_4` emissions from incineration or open burning of MSW.
